企业名称,省份,城市,统一社会信用代码,法定代表人,企业类型,成立日期,注册资本,地址,邮箱,经营范围,网址,电话号码,电话号码（更多号码）
明发集团无锡房地产开发有限公司,江苏,无锡市,913202007558814910,黄焕明,有限责任公司(台港澳与境内合资),2003-12-12,3000万人民币元,无锡市堰桥镇西漳锡澄南路227号,xirenzi.0203@163.com,"房产开发;房屋销售及租赁。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-83753333,0510-83753333-8002；
无锡近邻房产经纪有限公司,江苏,无锡市,913202130843903326,于俊亚,有限责任公司,2013-11-25,100万人民币元,无锡市县前西街28号,271065739@qq.com,"房地产经纪;房地产营销策划;房地产中介服务;家庭服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-80211837,13961828254；13861757265；
无锡百屋汇房产经纪有限公司,江苏,无锡市,91320213MA1T8WAD6J,任晖,有限责任公司(自然人独资),2017-11-09,20万人民币元,无锡市梁溪区上马墩路160号-139,,"房地产经纪;房地产中介服务;房地产营销策划;家政服务;装饰装潢服务;企业管理咨询;贸易咨询;信息技术咨询服务;会议及展览服务;策划创意服务;企业营销策划;企业形象策划;市场调查;设计、制作、代理和发布各类广告。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,15161546574,
无锡长祥房地产开发有限公司,江苏,无锡市,91320205557053126P,赵长甲,有限责任公司(外国法人独资),2010-07-19,9960万美元,江苏省锡山经济开发区凤威路2号搜客天地A309室,Wangzy@cjland.com.cn,"从事房地产开发,经营本公司开发的房产(不含国家限制、禁止类项目,凭有效资质证书经营);物业管理、停车位管理服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,021-50816888,021-20234833；
无锡中仕房产咨询有限公司,江苏,无锡市,91320203MA1MP1MU3T,倪永松,有限责任公司,2016-07-01,100万人民币元,无锡市通扬南路9号458室,409775076@qq.com,"房地产信息咨询;房地产经纪;房地产营销策划;物业管理服务;装饰装潢服务;企业管理咨询服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,13771478000,18952477668；
无锡欧龙房产开发有限公司,江苏,无锡市,91320206071078585R,管景贤,有限责任公司,2013-06-24,800万人民币元,无锡市惠山区阳山镇桃源西路888号,wnrsh510902@163.com,"房地产开发与经营;酒店管理服务;餐饮管理服务;会务服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-83218950,13812071685；13093088993；
无锡双象房产开发有限公司,江苏,无锡市,91320214761046361A,唐炳泉,有限责任公司,2004-04-16,800万人民币元,无锡市新吴区鸿山街道后宅中路156号,SX@SXCXF.COM,"房产的开发;房屋租赁。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-88993888,
无锡昌兴房地产开发有限公司,江苏,无锡市,913202116739257026,吴昊,有限责任公司,2008-03-27,5530万人民币元,无锡市滨湖区太湖街道周新中路193号,zhangj@changxing.hk,"房地产开发经营;物业管理、房屋租赁服务、房产经纪服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",www.changxingwx.com,0510-85610066,15906192303；0510-58610066；
无锡市珍爱房产经营服务部(普通合伙),江苏,无锡市,91320211076326226E,丁贝,普通合伙企业,2013-08-14,6万人民币元,无锡市滨湖区景宜路54号-2,574804515@qq.com,"房地产经纪服务;房地产信息咨询服务;贸易咨询服务;装饰装潢服务;企业营销策划服务;物业管理服务;房屋租赁服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",www.wxzhenai.com,15251414311,0510-66815099；
无锡市恒达星湖湾房产有限公司,江苏,无锡市,913202055781466474,丁国英,有限责任公司（法人独资）,2011-07-04,2000万人民币元,锡山区东北塘锦旺路,109490268@qq.com,"房地产开发、销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-88303311,13913078806；0510-83631775；
无锡明华房地产开发有限公司,江苏,无锡市,91320200794576537Q,黄庆祝,有限责任公司(台港澳法人独资),2006-12-12,18000万人民币元,无锡市堰桥天一街18号,xirenzi.0203@163.com,"从事对堰桥街道西漳天一街57-04-29地块和57-04-30地块的房产开发,用于普通住宅的建设(上述范围不含国家限制、禁止类项目,凭有效许可证件经营)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-83753333,0510-83753333-8002；
无锡锡家房产中介有限公司,江苏,无锡市,91320205MA1WJW498J,朱英,有限责任公司,2018-05-17,100万人民币元,无锡市锡山区安镇街道查桥山韵佳苑安置房小区A区山韵街444号,,"房产中介服务;人力资源管理服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,,
无锡江右商帮房产经纪有限公司,江苏,无锡市,91320205MA1T6QWM2M,朱合为,有限责任公司,2017-10-30,1000万人民币元,无锡市锡山区锡北镇工业集中区泾瑞路26号,2448854955@qq.com,"房地产中介服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,13861755818,
无锡房无忧房产咨询有限公司,江苏,无锡市,91320200MA1MUR0KXW,黄爱林,有限责任公司,2016-09-22,201万人民币元,无锡市沁园新村868号317,1571007260@qq.com,"房地产信息咨询;房地产经纪;物业管理;市场调查;房地产营销策划;专业化设计服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-66811300,13915329289；
无锡市智达房产服务有限公司,江苏,无锡市,91320202768294392W,陆柯,有限责任公司（法人独资）,2005-01-06,150万人民币元,无锡市复兴路118号7楼,,"房产经纪、房产评估、房产营销代理、房产信息咨询服务;设计、制作、代理和发布国内广告业务;会展服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",www.wxhouse.com,0510-82718379,
无锡市诺信房产经纪有限公司,江苏,无锡市,913200006763935963,许莉,有限责任公司(外国法人独资),2008-08-13,219万美元,无锡市永乐路29号,78081809@qq.com,"房产经纪、房地产信息咨询;物业管理。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,13812287798,0510-85036258；0510-85021118；0510-85032258；
无锡华光珠宝城房地产有限公司,江苏,无锡市,91320200607924672W,赵何琍琍,有限责任公司(台港澳法人独资),1993-05-31,1184万美元,江苏省无锡市中山路319-339号,guxinyuan1@163.com,"从事锡崇国用(93)字第2号地块房地产的开发、建设,经营和管理本公司开发的房产。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-82758888,0510-82751812；
无锡居有其屋房产经纪有限公司,江苏,无锡市,91320200MA1NQNWQ0W,王国珍,有限责任公司(自然人独资),2017-04-11,210万人民币元,无锡市新吴区江溪街道天翠苑2幢17-11单元1层,18917135882@163.com,房地产经纪;房地产营销策划;自有房屋租赁;物业管理;企业营销策划;企业管理咨询服务;会议及展览服务;设计、制作、代理和发布各类广告业务;贸易咨询服务;建筑劳务分包;建筑装修装饰工程、绿化工程、市政公用工程的设计、施工、维护;计算机软硬件的技术开发、技术转让、技术咨询、技术服务;化工产品及原料(不含危险化学品)、...,,18917135882,
无锡宇成房产经纪有限公司,江苏,无锡市,91320214MA1MRA0111,周岭,有限责任公司(自然人独资),2016-08-12,500万人民币元,无锡市新吴区天山路8-1608,lsfqf@163.com,"房地产经纪服务;房地产营销策划;房地产信息咨询;企业管理咨询(不含投资与资产管理)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,15896336623,
无锡飞强房产经纪有限公司,江苏,无锡市,91320213MA1UTD1Y4C,陈荣国,有限责任公司(自然人独资),2017-12-27,1000万人民币元,无锡市梁溪区南湖大道588号内613-B77室,1277170666@qq.com,"房产经纪;房产信息咨询;房产中介服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,13814280243,
无锡市华晟房产开发公司,江苏,无锡市,91320211741303367G,郑林南,集体所有制,1992-06-02,800万人民币元,华庄镇新桥街,675873037@qq.com,"房产开发;房屋代建;市政工程及配套建设、装饰装璜材料、建筑材料、五金加工。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-85601501,
无锡鼎运房产经纪有限公司,江苏,无锡市,91320200MA1MEPQK2E,谭伟,有限责任公司,2016-01-22,201万人民币元,无锡市新江南花园三区101,,"房产经纪;企业管理咨询服务;贸易咨询服务;为企业提供管理服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-85086888,
无锡卓越房产经纪有限公司,江苏,无锡市,91320211MA1MUPX431,汪金翠,有限责任公司,2016-09-22,300万人民币元,无锡市滨湖区梁清路310号一楼,,"房产中介信息咨询服务;房地产经纪服务;房地产营销策划;房地产评估服务;房屋租赁服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,13951519595,
无锡春诚房产经纪有限公司,江苏,无锡市,91320211MA1NAX3386,朱丽红,有限责任公司(自然人独资),2017-01-16,500万人民币元,无锡市滨湖区锦溪路100号,,"房地产中介服务;家政服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-82693533,
无锡恒硕房产有限公司,江苏,无锡市,91320214MA1PBBCF0G,曲国峰,有限责任公司(自然人独资),2017-07-04,100万人民币元,无锡市新吴区行创一路11-20,921660686@qq.com,"房地产的开发及经营;房地产中介服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,15861585611,
无锡市东北塘房产开发公司,江苏,无锡市,913202057035416714,章学平,集体所有制,1991-06-27,500万人民币元,锡山区东北塘市镇,dyf6311@163.com,"房产开发。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,13921132245,0510-83778192；
无锡财富房产经纪有限公司,江苏,无锡市,913202056913056464,周其三郎,有限责任公司,2009-06-23,100万人民币元,无锡市新吴区金城大厦1-1613,26495147@qq.com,"房地产中介服务(不含房地产价格评估)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,13506187789,13506197789；0510-82100616；0510-88202131；
无锡中立房产咨询有限公司,江苏,无锡市,91320213MA1Q4PAD2X,王静,有限责任公司,2017-08-23,500万人民币元,无锡市梁溪区广南路313-412,,"房地产信息咨询;房地产经纪;房地产营销策划;物业管理;家政服务;装饰装潢服务;园林古建筑工程的设计、施工。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,,
无锡创天房产经纪有限公司,江苏,无锡市,91320213MA1WCNW934,丁梦,有限责任公司,2018-04-13,3万人民币元,无锡市梁溪区广益星苑121-4,,"房产经纪;房地产中介服务;房产信息咨询服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,,
无锡易成房产中介有限公司,江苏,无锡市,91320206MA1UQXHF97,李书文,有限责任公司,2017-12-19,500万人民币元,无锡市惠山区钱桥街道藕塘政新路49号,13400035428@163.com,"房地产中介服务;市场营销策划。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,13400035428,
新城房地产开发(无锡)有限公司,江苏,无锡市,91320200782707093X,朱力,有限责任公司（法人独资）,2005-12-12,63742.832万人民币元,无锡滨湖经济技术开发区高浪路南、中南路东、滨开南社区二号地块,xuesong@ycdc.com,"从事无锡市滨湖区经济技术开发区二号地块(北起高浪路绿化控制线,南至观山路,西以中南路为界,东至经二路)普通住宅的开发;经营本公司开发的房产。(不含国家限制类、禁止类项目,凭有效资质经营);房产信息咨询服务;物业管理。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-85702111,0510-85623038；0510-82832208；13182767545；
